Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Re-Exports Of Animal And Vegetable Oils By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450351,31/03/2024 12:08:59
Re-Exports Of Beverages And Tobacco By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450321,31/03/2024 12:08:59
Re-Exports Of Chemicals And Chemical Products By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450361,31/03/2024 12:08:59
Re-Exports Of Crude Materials By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450331,31/03/2024 12:08:59
Re-Exports Of Food By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450311,31/03/2024 12:08:59
Re-Exports Of Machinery And Equipment By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450381,31/03/2024 12:08:59
Re-Exports Of Manufactured Goods By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450371,31/03/2024 12:08:59
Re-Exports Of Miscellaneous Manufactures By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450391,31/03/2024 12:08:59
Re-Exports Of Miscellaneous Transactions Nes By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450401,31/03/2024 12:08:59
Re-Exports Of Oil By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450341,31/03/2024 12:08:59
Merchandise Imports By Commodity Division,Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451021,31/03/2024 12:08:59
Merchandise Imports By Commodity Group,Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451051,31/03/2024 12:08:59
Merchandise Imports Of Machinery And Equipment,Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451111,31/03/2024 12:08:59
"Selected Merchandise Trade, (At Current Market Prices)",Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451081,31/03/2024 12:08:59
Merchandise Imports By Area,Trade & Investment,Merchandise Trade,Imports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450581,31/03/2024 12:08:59
Merchandise Imports By Region/ Market,Trade & Investment,Merchandise Trade,Imports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450081,31/03/2024 12:08:59
Merchandise Imports Of Oil By Market,Trade & Investment,Merchandise Trade,Imports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450141,31/03/2024 12:08:59
"Merchandise Trade By Commodity Section, (At 2023 Prices)",Trade & Investment,Merchandise Trade,International Merchandise Trade by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451481,31/03/2024 12:08:59
"Merchandise Trade By Commodity Section, (At Current Prices)",Trade & Investment,Merchandise Trade,International Merchandise Trade by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451001,31/03/2024 12:08:59
Trade In Services By Services Category,Trade & Investment,Trade in Services (TIS),International Trade in Services (TIS),https://tablebuilder.singstat.gov.sg/table/TS/M060251,31/03/2024 12:08:59
Trade In Services By Detailed Services Category,Trade & Investment,Trade in Services (TIS),International Trade in Services (TIS),https://tablebuilder.singstat.gov.sg/table/TS/M060311,31/03/2024 12:08:59
Exports Of Services By Major Trading Partner,Trade & Investment,Trade in Services (TIS),Export of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060201,31/03/2024 12:08:59
Exports Of Services By Major Trading Partner And Services Category,Trade & Investment,Trade in Services (TIS),Export of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060261,31/03/2024 12:08:59
Imports Of Services By Major Trading Partner,Trade & Investment,Trade in Services (TIS),Import of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060211,31/03/2024 12:08:59
Imports Of Services By Major Trading Partner And Services Category,Trade & Investment,Trade in Services (TIS),Import of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060271,31/03/2024 12:08:59
Indonesia Merchandise Trade,Trade & Investment,Trading Partner,International Merchandise Trade,https://tablebuilder.singstat.gov.sg/table/CT/17926,31/03/2024 12:08:59
Malaysia Merchandise Trade,Trade & Investment,Trading Partner,International Merchandise Trade,https://tablebuilder.singstat.gov.sg/table/CT/17927,31/03/2024 12:08:59
Singapore Merchandise Trade,Trade & Investment,Trading Partner,International Merchandise Trade,https://tablebuilder.singstat.gov.sg/table/CT/17860,31/03/2024 12:08:59
Indicators On Population,Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810001,31/03/2024 12:08:59
"Singapore Citizens By Age Group, Ethnic Group And Sex, End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810671,31/03/2024 12:08:59
"Singapore Residents By Age Group, Ethnic Group And Sex, End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810011,31/03/2024 12:08:59
"Singapore Residents By Single Year Of Age And Sex, At End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810731,31/03/2024 12:08:59
Residents By Age Group & Type Of Dwelling,Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810381,31/03/2024 12:08:59
"Overseas Citizens By Age Group And Sex, At End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810311,31/03/2024 12:08:59
Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17394,31/03/2024 12:08:59
Resident Population Below 1 Year of Age,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17395,31/03/2024 12:08:59
Chinese Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17397,31/03/2024 12:08:59
Malay Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17398,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8681,31/03/2024 12:08:59
Indian Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17399,31/03/2024 12:08:59
Employed Residents Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17543,31/03/2024 12:08:59
Resident Working Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8231,31/03/2024 12:08:59
Resident Population of Other Ethnic Groups,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17400,31/03/2024 12:08:59
Resident Population Born In Singapore,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17403,31/03/2024 12:08:59
Resident Population Born Outside Singapore,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17404,31/03/2024 12:08:59
Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8911,31/03/2024 12:08:59
Resident Contract Employees Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8816,31/03/2024 12:08:59
Resident Economically Active Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8663,31/03/2024 12:08:59
Resident Economically Inactive Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8670,31/03/2024 12:08:59
Resident Employees Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8803,31/03/2024 12:08:59
Resident Labour Force Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17542,31/03/2024 12:08:59
Resident Unemployed Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8664,31/03/2024 12:08:59
Resident Unemployed Persons Aged 15 Years and Over Who Worked Before,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8830,31/03/2024 12:08:59
Resident Working Persons Aged 15 Years and Over Who Changed Job During Last 2 Years,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8962,31/03/2024 12:08:59
Resident Working Persons Aged 15 Years and Over Who Worked Fewer Than 30 Hours Per Week But Are Willing and Able To Work Additional Hours,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8814,31/03/2024 12:08:59
Residents Outside the Labour Force Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17558,31/03/2024 12:08:59
Unemployed Residents Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17556,31/03/2024 12:08:59
Working Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8912,31/03/2024 12:08:59
Resident Population,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17560,31/03/2024 12:08:59
Resident Population Aged 5 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17596,31/03/2024 12:08:59
Resident Students Aged 5 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17590,31/03/2024 12:08:59
Resident Population Aged 15 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17568,31/03/2024 12:08:59
Employed Residents Aged 15 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17569,31/03/2024 12:08:59
Resident Working Persons Aged 15 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8613,31/03/2024 12:08:59
Resident Households,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17574,31/03/2024 12:08:59
Key Indicators On Marriages,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830101,31/03/2024 12:08:59
Marriage Rates,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830102,31/03/2024 12:08:59
Total Marriages By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830103,31/03/2024 12:08:59
Total Marriages By Age Differential Of Grooms To Brides And Marriage Order,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830104,31/03/2024 12:08:59
Median Age Of Grooms And Brides By Marriage Order,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830105,31/03/2024 12:08:59
Median Age Of Grooms By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830106,31/03/2024 12:08:59
Median Age Of Brides By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830107,31/03/2024 12:08:59
Median Age At First Marriage Of Grooms And Brides By Educational Qualification,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830158,31/03/2024 12:08:59
Marriages Of Minors Aged Below 21 Years,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830161,31/03/2024 12:08:59
Total Marriages By Residential Status Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830181,31/03/2024 12:08:59
"Median Age At First Marriage Of Resident, Citizen Grooms And Brides",Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830182,31/03/2024 12:08:59
Number And Proportion Of Inter-Ethnic And Transnational Marriages Among Citizen Marriages,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830184,31/03/2024 12:08:59
Origins Of Non-Citizen Spouses Married To Citizens,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830183,31/03/2024 12:08:59
Origins Of Non-Resident Spouses Married To Citizens,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830185,31/03/2024 12:08:59
Median Age At First Marriage Of Non-Resident Spouses Married To Citizens,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830186,31/03/2024 12:08:59
Marriages Involving Non-Resident Spouses Married To Citizens By Age Group Of Non-Resident Spouse,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830187,31/03/2024 12:08:59
Marriages Involving Non-Resident Spouses Married To Citizens By Educational Qualification Of Non-Resident Spouse,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830188,31/03/2024 12:08:59
Marriages Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830108,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830109,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830110,31/03/2024 12:08:59
Median Age Of Grooms And Brides Married Under The Women's Charter By Marriage Order,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830111,31/03/2024 12:08:59
Median Age Of Grooms Married Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830112,31/03/2024 12:08:59
Median Age Of Brides Married Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830113,31/03/2024 12:08:59
Marriages Under The Women's Charter By Ethnic Group Of Couple And Month Of Marriage,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830114,31/03/2024 12:08:59
Marriages Under The Women's Charter By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830115,31/03/2024 12:08:59
Inter-Ethnic Marriages Under The Women's Charter By Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830116,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830117,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group And Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830118,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group And Previous Marital Status Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830119,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group And Previous Marital Status Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830120,31/03/2024 12:08:59
First Marriages For Grooms Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830121,31/03/2024 12:08:59
First Marriages For Brides Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830122,31/03/2024 12:08:59
First Marriages For Couples Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830123,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group And Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830126,31/03/2024 12:08:59
Marriages Under The Women's Charter By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830127,31/03/2024 12:08:59
First Marriages For Couples Under The Women's Charter By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830128,31/03/2024 12:08:59
Inter-Ethnic Marriages Under The Women's Charter By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830129,31/03/2024 12:08:59
Median Age At First Marriage Of Grooms And Brides Married Under The Women's Charter By Educational Qualification,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830159,31/03/2024 12:08:59
Marriages Under The Women's Charter By Religion Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830130,31/03/2024 12:08:59
Resident Marriages Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830132,31/03/2024 12:08:59
Marriages Under The Women's Charter By Age Group And Educational Qualification Of Resident Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830133,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830134,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830135,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830136,31/03/2024 12:08:59
Median Age Of Grooms And Brides Married Under The Administration Of Muslim Law Act By Marriage Order,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830137,31/03/2024 12:08:59
Median Age Of Grooms Married Under The Administration Of Muslim Law Act By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830138,31/03/2024 12:08:59
Median Age Of Brides Married Under The Administration Of Muslim Law Act By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830139,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Couple And Month Of Marriage,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830140,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830141,31/03/2024 12:08:59
Inter-Ethnic Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830142,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830143,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group And Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830144,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group And Previous Marital Status Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830145,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group And Previous Marital Status Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830146,31/03/2024 12:08:59
First Marriages For Grooms Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830147,31/03/2024 12:08:59
First Marriages For Brides Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830148,31/03/2024 12:08:59
First Marriages For Couples Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830149,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group And Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830152,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830153,31/03/2024 12:08:59
First Marriages For Couples Under The Administration Of Muslim Law Act By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830154,31/03/2024 12:08:59
Inter-Ethnic Marriages Under The Administration Of Muslim Law Act By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830155,31/03/2024 12:08:59
Median Age At First Marriage Of Grooms And Brides Married Under The Administration Of Muslim Law Act By Educational Qualification,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830160,31/03/2024 12:08:59
Resident Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830156,31/03/2024 12:08:59
Marriages Under The Administration Of Muslim Law Act By Age Group And Educational Qualification Of Resident Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830157,31/03/2024 12:08:59
Key Indicators On Divorces,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830201,31/03/2024 12:08:59
Divorce Rates,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830202,31/03/2024 12:08:59
Total Divorces By Age Group And Sex Of Divorcees,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830203,31/03/2024 12:08:59
Total Divorces By Duration Of Marriage,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830204,31/03/2024 12:08:59
Divorces Under The Women's Charter By Age Group And Sex Of Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830205,31/03/2024 12:08:59
Divorces Under The Women's Charter By Duration Of Marriage,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830206,31/03/2024 12:08:59
Divorces Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830207,31/03/2024 12:08:59
Median Age Of Male Divorcees Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830208,31/03/2024 12:08:59
Median Age Of Female Divorcees Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830209,31/03/2024 12:08:59
"Divorces Under The Women's Charter By Ethnic Group Of Couple, January - December",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830210,31/03/2024 12:08:59
Divorces Under The Women's Charter By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830211,31/03/2024 12:08:59
Inter-Ethnic Divorces Under The Women's Charter By Ethnic Group Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830212,31/03/2024 12:08:59
Divorces Under The Women's Charter By Age Group Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830213,31/03/2024 12:08:59
"Divorces Under The Women's Charter By Age Group, Ethnic Group And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830214,31/03/2024 12:08:59
