Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Contracts Awarded By Sector And Development Type,Industry,"Building, Real Estate, Construction and Housing",Building and Construction,https://tablebuilder.singstat.gov.sg/table/TS/M400001,31/03/2024 12:08:59
Demand For Construction Materials,Industry,"Building, Real Estate, Construction and Housing",Building and Construction,https://tablebuilder.singstat.gov.sg/table/TS/M400901,31/03/2024 12:08:59
Progress Payments Certified By Sector And Development Type,Industry,"Building, Real Estate, Construction and Housing",Building and Construction,https://tablebuilder.singstat.gov.sg/table/TS/M400011,31/03/2024 12:08:59
Properties Under The Management Of Housing And Development Board (End Of Period),Industry,"Building, Real Estate, Construction and Housing",HDB Residential Units and Properties,https://tablebuilder.singstat.gov.sg/table/TS/M400141,31/03/2024 12:08:59
Residential Units Constructed And Sold By Housing And Development Board,Industry,"Building, Real Estate, Construction and Housing",HDB Residential Units and Properties,https://tablebuilder.singstat.gov.sg/table/TS/M400151,31/03/2024 12:08:59
"Residential Units Under The Management Of Housing And Development Board, As At December",Industry,"Building, Real Estate, Construction and Housing",HDB Residential Units and Properties,https://tablebuilder.singstat.gov.sg/table/TS/M400351,31/03/2024 12:08:59
Available And Vacant Commercial And Industrial Properties (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400681,31/03/2024 12:08:59
Available And Vacant Executive Condominiums And Supply Of Executive Condominiums In The Pipeline By Development Status (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400771,31/03/2024 12:08:59
Available And Vacant Private Residential Properties (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400841,31/03/2024 12:08:59
JTC Prepared Industrial Land,Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400801,31/03/2024 12:08:59
JTC Ready-Built Facilities,Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400871,31/03/2024 12:08:59
"Supply Of Commercial And Industrial Properties In The Pipeline By Development Status, (Private And Public Sectors) (End Of Period)",Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400691,31/03/2024 12:08:59
Supply Of Industrial Space By Development Status,Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400861,31/03/2024 12:08:59
Supply Of Private Residential Properties In The Pipeline By Development Status (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400391,31/03/2024 12:08:59
Residential Dwellings,Industry,"Building, Real Estate, Construction and Housing",Residential Dwellings,https://tablebuilder.singstat.gov.sg/table/TS/M400751,31/03/2024 12:08:59
Business Expectations Of The Manufacturing Sector - Forecast By Industry,Industry,Business Expectations,Manufacturing Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250141,31/03/2024 12:08:59
Most Important Single Factors Limiting Export Orders In Manufacturing By Industry,Industry,Business Expectations,Manufacturing Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250151,31/03/2024 12:08:59
"Business Expectations Of The Services Sector - Employment Forecast For The Next Quarter, Net Weighted Balance",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250441,31/03/2024 12:08:59
"Business Expectations Of The Services Sector - Employment Forecast For The Next Quarter, Weighted Percentages Of Up, Same, Down",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250501,31/03/2024 12:08:59
"Business Expectations Of The Services Sector - General Business Outlook For The Next 6 Months, Net Weighted Balance",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250431,31/03/2024 12:08:59
"Business Expectations Of The Services Sector - General Business Outlook For The Next 6 Months, Weighted Percentages Of Up, Same, Down",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250481,31/03/2024 12:08:59
"Business Expectations Of The Services Sector - Operating Revenue Forecast For The Next Quarter, Net Weighted Balance",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250451,31/03/2024 12:08:59
"Business Expectations Of The Services Sector - Operating Revenue Forecast For The Next Quarter, Weighted Percentages Of Up, Same, Down",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250491,31/03/2024 12:08:59
Current Ratio Of Companies By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084971,31/03/2024 12:08:59
Equity Ratio Of Companies By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084961,31/03/2024 12:08:59
Return On Assets By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084951,31/03/2024 12:08:59
Return On Equity By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084941,31/03/2024 12:08:59
Dividends Paid By Broad Industry,Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M085581,31/03/2024 12:08:59
Interest Paid By Broad Industry,Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M085591,31/03/2024 12:08:59
Profit Before Tax By Broad Industry,Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M085571,31/03/2024 12:08:59
Details Of Aggregate Balance Sheet Of Companies (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M085521,31/03/2024 12:08:59
Total Assets By Broad Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M084931,31/03/2024 12:08:59
Total Assets By Detailed Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M085531,31/03/2024 12:08:59
Total Equity By Broad Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M084921,31/03/2024 12:08:59
Total Equity By Detailed Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M085541,31/03/2024 12:08:59
Access To Electricity,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M891441,31/03/2024 12:08:59
Electricity Generation,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M890831,31/03/2024 12:08:59
Electricity Generation And Consumption,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M890841,31/03/2024 12:08:59
Electricity Tariff,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M890991,31/03/2024 12:08:59
Exports Of Energy Products,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891301,31/03/2024 12:08:59
Imports Of Energy Products,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891291,31/03/2024 12:08:59
Renewable Energy Share In The Total Final Energy Consumption,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891421,31/03/2024 12:08:59
Stock Change Of Energy Products,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891311,31/03/2024 12:08:59
Total Final Energy Consumption By Energy Type And Sector,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891111,31/03/2024 12:08:59
Gas Tariffs,Industry,Energy and Utilities,Gas Sales and Tariffs,https://tablebuilder.singstat.gov.sg/table/TS/M891051,31/03/2024 12:08:59
Liquefied Petroleum Gas Sales,Industry,Energy and Utilities,Gas Sales and Tariffs,https://tablebuilder.singstat.gov.sg/table/TS/M891401,31/03/2024 12:08:59
Piped Gas Sales,Industry,Energy and Utilities,Gas Sales and Tariffs,https://tablebuilder.singstat.gov.sg/table/TS/M890371,31/03/2024 12:08:59
Details Of Operating Expenditure For The Utilities Sector,Industry,Energy and Utilities,Overall Utilities,https://tablebuilder.singstat.gov.sg/table/TS/M602061,31/03/2024 12:08:59
Key Indicators Of The Utilities Sector,Industry,Energy and Utilities,Overall Utilities,https://tablebuilder.singstat.gov.sg/table/TS/M602051,31/03/2024 12:08:59
Water Prices,Industry,Energy and Utilities,Water Sales and Prices,https://tablebuilder.singstat.gov.sg/table/TS/M890981,31/03/2024 12:08:59
Water Sales,Industry,Energy and Utilities,Water Sales and Prices,https://tablebuilder.singstat.gov.sg/table/TS/M890421,31/03/2024 12:08:59
Enterprise Landscape (Excludes Public Sector) By Revenue Size,Industry,Enterprises,Enterprise Landscape,https://tablebuilder.singstat.gov.sg/table/TS/M602041,31/03/2024 12:08:59
Enterprise Landscape By Ownership,Industry,Enterprises,Enterprise Landscape,https://tablebuilder.singstat.gov.sg/table/TS/M601511,31/03/2024 12:08:59
Enterprise Landscape By SMEs And Non-SMEs,Industry,Enterprises,Enterprise Landscape,https://tablebuilder.singstat.gov.sg/table/TS/M600981,31/03/2024 12:08:59
Companies In Compulsory Liquidation,Industry,Finance and Insurance,Bankruptcy and Liquidation,https://tablebuilder.singstat.gov.sg/table/TS/M891451,31/03/2024 12:08:59
"Number Of Bankruptcy Applications, Orders Made And Discharges",Industry,Finance and Insurance,Bankruptcy and Liquidation,https://tablebuilder.singstat.gov.sg/table/TS/M890551,31/03/2024 12:08:59
Percentage Of Business Loans To Small And Medium Enterprises,Industry,Finance and Insurance,Business Loans,https://tablebuilder.singstat.gov.sg/table/TS/M920361,31/03/2024 12:08:59
"Central Provident Fund Contributions, Withdrawals And Amount Due To Members",Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700301,31/03/2024 12:08:59
Contributions And Withdrawals Of Central Provident Fund,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700291,31/03/2024 12:08:59
Default Of CPF Contributions By Employers,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M183301,31/03/2024 12:08:59
Number Of Withdrawals Of Central Provident Fund By Type,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700311,31/03/2024 12:08:59
Withdrawals Of Central Provident Fund By Type,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700991,31/03/2024 12:08:59
Currency In Circulation (End Of Period),Industry,Finance and Insurance,Currency,https://tablebuilder.singstat.gov.sg/table/TS/M700001,31/03/2024 12:08:59
Exchange Rates (Average For The Year),Industry,Finance and Insurance,Exchange Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700851,31/03/2024 12:08:59
"Exchange Rates, (As At End Of Period)",Industry,Finance and Insurance,Exchange Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700041,31/03/2024 12:08:59
"Exchange Rates, (Average For Period)",Industry,Finance and Insurance,Exchange Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700051,31/03/2024 12:08:59
Foreign Exchange Market Turnover,Industry,Finance and Insurance,Foreign Exchange Market,https://tablebuilder.singstat.gov.sg/table/TS/M701151,31/03/2024 12:08:59
Assets Of General Insurance Funds (End Of Period),Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700821,31/03/2024 12:08:59
Assets Of Life Insurance Funds (End Of Period),Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700801,31/03/2024 12:08:59
Life Insurance Policies (End Of Period),Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700271,31/03/2024 12:08:59
Premiums And Claims Of General Insurance Funds,Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700281,31/03/2024 12:08:59
Revenue And Expenditure Accounts Of General Insurance Funds,Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700811,31/03/2024 12:08:59
Revenue And Expenditure Accounts Of Life Insurance Funds,Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700791,31/03/2024 12:08:59
Current Banks Interest Rates (End Of Period),Industry,Finance and Insurance,Interest Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700071,31/03/2024 12:08:59
Assets And Liabilities Of Finance Companies (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700191,31/03/2024 12:08:59
Commercial Banks: Assets And Liabilities (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701131,31/03/2024 12:08:59
Commercial Banks: Loans And Advances To Residents By Industry (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701091,31/03/2024 12:08:59
Credit And Charge Cards,Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701051,31/03/2024 12:08:59
Finance Companies' Loans And Advances By Industry (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700171,31/03/2024 12:08:59
Loans And Advances Of Finance Companies (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700161,31/03/2024 12:08:59
Merchant Banks: Assets And Liabilities (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701141,31/03/2024 12:08:59
Monetary Survey (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701121,31/03/2024 12:08:59
Money Supply (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701111,31/03/2024 12:08:59
"Money Supply (End Of Period), Historical Series",Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M920281,31/03/2024 12:08:59
Number Of Financial Institutions In Singapore,Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700411,31/03/2024 12:08:59
Pledges At Pawnshops,Industry,Finance and Insurance,Pawnshop,https://tablebuilder.singstat.gov.sg/table/TS/M700101,31/03/2024 12:08:59
Official Foreign Reserves (End Of Period),Industry,Finance and Insurance,Reserves,https://tablebuilder.singstat.gov.sg/table/TS/M700031,31/03/2024 12:08:59
Turnover On The Singapore Exchange (Equities) - Catalist (Value),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700931,31/03/2024 12:08:59
Turnover On The Singapore Exchange (Equities) - Catalist (Volume),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700921,31/03/2024 12:08:59
Turnover On The Singapore Exchange (Equities) - Mainboard (Value),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700891,31/03/2024 12:08:59
Turnover On The Singapore Exchange (Equities) - Mainboard (Volume),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700881,31/03/2024 12:08:59
Licensed Food Establishments (End Of Period),Industry,Food Establishments,Licensed Food Establishments,https://tablebuilder.singstat.gov.sg/table/TS/M890531,31/03/2024 12:08:59
Cessation Of All Business Entities By Industry,Industry,Formation and Cessation of Business Entities,Cessation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085451,31/03/2024 12:08:59
Cessation Of All Business Entities By Type,Industry,Formation and Cessation of Business Entities,Cessation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085471,31/03/2024 12:08:59
Formation Of All Business Entities By Industry,Industry,Formation and Cessation of Business Entities,Formation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085441,31/03/2024 12:08:59
Formation Of All Business Entities By Type,Industry,Formation and Cessation of Business Entities,Formation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085461,31/03/2024 12:08:59
Employed Tech And Media Manpower By Sector,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651561,31/03/2024 12:08:59
Employed Tech And Media Manpower By Sex,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651571,31/03/2024 12:08:59
Employed Tech And Media Professionals,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651341,31/03/2024 12:08:59
Fixed Internet Broadband Subscriptions Per 100 Population,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651431,31/03/2024 12:08:59
Household Access To Computer By Household Composition,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920291,31/03/2024 12:08:59
Household Access To Computing Devices By Devices,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920311,31/03/2024 12:08:59
Household Access To Internet By Household Composition,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920301,31/03/2024 12:08:59
Individuals Internet Usage By Age Group,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920341,31/03/2024 12:08:59
Individuals Key Internet Activities,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920351,31/03/2024 12:08:59
Individuals Smartphone Ownership By Age Group,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920321,31/03/2024 12:08:59
Individuals Who Made Online Purchase By Age Group,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920331,31/03/2024 12:08:59
Infocomm Usage By Enterprises,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651551,31/03/2024 12:08:59
International Telephone Call Minutes,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651411,31/03/2024 12:08:59
Postal Articles Handled,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M650251,31/03/2024 12:08:59
Residential Wired Broadband Subscriptions By Speed,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651331,31/03/2024 12:08:59
Residential Wired Broadband Subscriptions By Type,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651311,31/03/2024 12:08:59
Telecommunication Penetration Rate,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651291,31/03/2024 12:08:59
Telecommunications,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M650231,31/03/2024 12:08:59
Daily Newspaper Circulation,Industry,InfoComm and Media,Media,https://tablebuilder.singstat.gov.sg/table/TS/M890071,31/03/2024 12:08:59
Pay TV Subscribers (End Of Period),Industry,InfoComm and Media,Media,https://tablebuilder.singstat.gov.sg/table/TS/M891381,31/03/2024 12:08:59
Radio And Television Transmission,Industry,InfoComm and Media,Media,https://tablebuilder.singstat.gov.sg/table/TS/M890021,31/03/2024 12:08:59
Index Of Industrial Production (2019 = 100),Industry,Manufacturing,Index Of Industrial Production (IIP),https://tablebuilder.singstat.gov.sg/table/TS/M355271,31/03/2024 12:08:59
Index Of Industrial Production By Industry Cluster (2019 = 100),Industry,Manufacturing,Index Of Industrial Production (IIP),https://tablebuilder.singstat.gov.sg/table/TS/M355301,31/03/2024 12:08:59
Manufacturing Establishments By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354841,31/03/2024 12:08:59
Manufacturing Output In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354851,31/03/2024 12:08:59
Principal Statistics Of Manufacturing By Industry Cluster - Employment,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355151,31/03/2024 12:08:59
Principal Statistics Of Manufacturing By Industry Cluster - Remuneration,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355161,31/03/2024 12:08:59
Principal Statistics Of Manufacturing By Industry Cluster - Remuneration Per Worker,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355191,31/03/2024 12:08:59
Principal Statistics Of Manufacturing By Industry Cluster - Total Output,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355171,31/03/2024 12:08:59
Principal Statistics Of Manufacturing By Industry Cluster - Value Added,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355181,31/03/2024 12:08:59
Principal Statistics Of Manufacturing By Industry Cluster - Value Added Per Worker,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355201,31/03/2024 12:08:59
"Principal Statistics Of Manufacturing, (Excluding Rubber Processing And Granite Quarrying)",Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M351361,31/03/2024 12:08:59
Remuneration In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354881,31/03/2024 12:08:59
"Selected Averages And Ratios In The Manufacturing Sector, (Excluding Rubber Processing And Granite Quarrying)",Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M351381,31/03/2024 12:08:59
Total Output In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354891,31/03/2024 12:08:59
Value Added Of Manufacturing Establishments By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354861,31/03/2024 12:08:59
Workers In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354871,31/03/2024 12:08:59
Unit Business Cost Index Of Manufacturing (2015 = 100),Industry,Manufacturing,Unit Business Cost (UBC),https://tablebuilder.singstat.gov.sg/table/TS/M183691,31/03/2024 12:08:59
Organisations Performing Research And Development By Sector,Industry,Research and Development (R&D),Organisations Performing R&D,https://tablebuilder.singstat.gov.sg/table/TS/M081301,31/03/2024 12:08:59
Research And Development Expenditure By Area Of Research,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M081331,31/03/2024 12:08:59
Research And Development Expenditure By Major Industry In The Private Sector,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M084981,31/03/2024 12:08:59
Research And Development Expenditure By Sector,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M081321,31/03/2024 12:08:59
Research And Development Expenditure By Type Of Costs,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M081341,31/03/2024 12:08:59
Research And Development Manpower By Broad Researcher Type And Sex,Industry,Research and Development (R&D),R&D Manpower,https://tablebuilder.singstat.gov.sg/table/TS/M081311,31/03/2024 12:08:59
"Patents Owned, Applied And Awarded",Industry,Research and Development (R&D),Patents,https://tablebuilder.singstat.gov.sg/table/TS/M081351,31/03/2024 12:08:59
Details Of Operating Expenditure For All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601501,31/03/2024 12:08:59
E-Commerce Revenue By Industry Group In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M602031,31/03/2024 12:08:59
Key Indicators By Detailed Industry In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601481,31/03/2024 12:08:59
Key Indicators By Industry Group In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601471,31/03/2024 12:08:59
Top 3 Operating Expenditure Items By Industry Group In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601631,31/03/2024 12:08:59
"Business Receipts Index For Services Industries, (2014=100)",Industry,Services,Business Receipts Index (BRI),https://tablebuilder.singstat.gov.sg/table/TS/M602011,31/03/2024 12:08:59
"Food & Beverage Services Index, (2017 = 100), At Current Prices",Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M601661,31/03/2024 12:08:59
"Food & Beverage Services Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M601881,31/03/2024 12:08:59
Online Food & Beverage Sales Proportion,Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M602001,31/03/2024 12:08:59
Value Of Food & Beverage Sales (Based On 2017=100 Index) - Estimated,Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M601751,31/03/2024 12:08:59
Online Retail Sales Proportion (Out Of The Respective Industry's Total Sales),Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601861,31/03/2024 12:08:59
"Retail Sales Index, (2017 = 100), At Current Prices",Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601641,31/03/2024 12:08:59
"Retail Sales Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601871,31/03/2024 12:08:59
Retail Sales Value (Based On 2017=100 Index) - Estimated,Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601741,31/03/2024 12:08:59
"Domestic Wholesale Trade Index, (2017 = 100), Current",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601781,31/03/2024 12:08:59
"Domestic Wholesale Trade Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601951,31/03/2024 12:08:59
"Foreign Wholesale Trade Index, (2017 = 100), Current",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601791,31/03/2024 12:08:59
"Foreign Wholesale Trade Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601961,31/03/2024 12:08:59
Hotel Statistics,Industry,Tourism,Hotel Industry,https://tablebuilder.singstat.gov.sg/table/TS/M550081,31/03/2024 12:08:59
International Visitor Arrivals By A) Sex And B) Age Group,Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550241,31/03/2024 12:08:59
International Visitor Arrivals By Inbound Tourism Markets,Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550001,31/03/2024 12:08:59
"International Visitor Arrivals By Inbound Tourism Markets, (Air)",Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550011,31/03/2024 12:08:59
