Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Demand For Construction Materials,Industry,"Building, Real Estate, Construction and Housing",Building and Construction,https://tablebuilder.singstat.gov.sg/table/TS/M400901,17/03/2024 20:28:35
Progress Payments Certified By Sector And Development Type,Industry,"Building, Real Estate, Construction and Housing",Building and Construction,https://tablebuilder.singstat.gov.sg/table/TS/M400011,17/03/2024 20:28:35
Properties Under The Management Of Housing And Development Board (End Of Period),Industry,"Building, Real Estate, Construction and Housing",HDB Residential Units and Properties,https://tablebuilder.singstat.gov.sg/table/TS/M400141,17/03/2024 20:28:35
Residential Units Constructed And Sold By Housing And Development Board,Industry,"Building, Real Estate, Construction and Housing",HDB Residential Units and Properties,https://tablebuilder.singstat.gov.sg/table/TS/M400151,17/03/2024 20:28:35
"Residential Units Under The Management Of Housing And Development Board, As At December",Industry,"Building, Real Estate, Construction and Housing",HDB Residential Units and Properties,https://tablebuilder.singstat.gov.sg/table/TS/M400351,17/03/2024 20:28:35
Available And Vacant Commercial And Industrial Properties (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400681,17/03/2024 20:28:35
Available And Vacant Executive Condominiums And Supply Of Executive Condominiums In The Pipeline By Development Status (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400771,17/03/2024 20:28:35
Available And Vacant Private Residential Properties (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400841,17/03/2024 20:28:35
JTC Prepared Industrial Land,Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400801,17/03/2024 20:28:35
JTC Ready-Built Facilities,Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400871,17/03/2024 20:28:35
"Supply Of Commercial And Industrial Properties In The Pipeline By Development Status, (Private And Public Sectors) (End Of Period)",Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400691,17/03/2024 20:28:35
Supply Of Industrial Space By Development Status,Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400861,17/03/2024 20:28:35
Supply Of Private Residential Properties In The Pipeline By Development Status (End Of Period),Industry,"Building, Real Estate, Construction and Housing",Real Estate,https://tablebuilder.singstat.gov.sg/table/TS/M400391,17/03/2024 20:28:35
Residential Dwellings,Industry,"Building, Real Estate, Construction and Housing",Residential Dwellings,https://tablebuilder.singstat.gov.sg/table/TS/M400751,17/03/2024 20:28:35
Business Expectations Of The Manufacturing Sector - Forecast By Industry,Industry,Business Expectations,Manufacturing Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250141,17/03/2024 20:28:35
Most Important Single Factors Limiting Export Orders In Manufacturing By Industry,Industry,Business Expectations,Manufacturing Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250151,17/03/2024 20:28:35
"Business Expectations Of The Services Sector - Employment Forecast For The Next Quarter, Net Weighted Balance",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250441,17/03/2024 20:28:35
"Business Expectations Of The Services Sector - Employment Forecast For The Next Quarter, Weighted Percentages Of Up, Same, Down",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250501,17/03/2024 20:28:35
"Business Expectations Of The Services Sector - General Business Outlook For The Next 6 Months, Net Weighted Balance",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250431,17/03/2024 20:28:35
"Business Expectations Of The Services Sector - General Business Outlook For The Next 6 Months, Weighted Percentages Of Up, Same, Down",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250481,17/03/2024 20:28:35
"Business Expectations Of The Services Sector - Operating Revenue Forecast For The Next Quarter, Net Weighted Balance",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250451,17/03/2024 20:28:35
"Business Expectations Of The Services Sector - Operating Revenue Forecast For The Next Quarter, Weighted Percentages Of Up, Same, Down",Industry,Business Expectations,Services Sector,https://tablebuilder.singstat.gov.sg/table/TS/M250491,17/03/2024 20:28:35
Current Ratio Of Companies By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084971,17/03/2024 20:28:35
Equity Ratio Of Companies By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084961,17/03/2024 20:28:35
Return On Assets By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084951,17/03/2024 20:28:35
Return On Equity By Broad Industry (End Of Period),Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M084941,17/03/2024 20:28:35
Dividends Paid By Broad Industry,Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M085581,17/03/2024 20:28:35
Interest Paid By Broad Industry,Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M085591,17/03/2024 20:28:35
Profit Before Tax By Broad Industry,Industry,Corporate Sector,Performance,https://tablebuilder.singstat.gov.sg/table/TS/M085571,17/03/2024 20:28:35
Details Of Aggregate Balance Sheet Of Companies (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M085521,17/03/2024 20:28:35
Total Assets By Broad Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M084931,17/03/2024 20:28:35
Total Assets By Detailed Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M085531,17/03/2024 20:28:35
Total Equity By Broad Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M084921,17/03/2024 20:28:35
Total Equity By Detailed Industry (End Of Period),Industry,Corporate Sector,Size and Composition,https://tablebuilder.singstat.gov.sg/table/TS/M085541,17/03/2024 20:28:35
Access To Electricity,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M891441,17/03/2024 20:28:35
Electricity Generation,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M890831,17/03/2024 20:28:35
Electricity Generation And Consumption,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M890841,17/03/2024 20:28:35
Electricity Tariff,Industry,Energy and Utilities,"Electricity Generation, Consumption and Tariffs",https://tablebuilder.singstat.gov.sg/table/TS/M890991,17/03/2024 20:28:35
Exports Of Energy Products,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891301,17/03/2024 20:28:35
Imports Of Energy Products,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891291,17/03/2024 20:28:35
Renewable Energy Share In The Total Final Energy Consumption,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891421,17/03/2024 20:28:35
Stock Change Of Energy Products,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891311,17/03/2024 20:28:35
Total Final Energy Consumption By Energy Type And Sector,Industry,Energy and Utilities,Energy Products and Consumption,https://tablebuilder.singstat.gov.sg/table/TS/M891111,17/03/2024 20:28:35
Gas Tariffs,Industry,Energy and Utilities,Gas Sales and Tariffs,https://tablebuilder.singstat.gov.sg/table/TS/M891051,17/03/2024 20:28:35
Liquefied Petroleum Gas Sales,Industry,Energy and Utilities,Gas Sales and Tariffs,https://tablebuilder.singstat.gov.sg/table/TS/M891401,17/03/2024 20:28:35
Piped Gas Sales,Industry,Energy and Utilities,Gas Sales and Tariffs,https://tablebuilder.singstat.gov.sg/table/TS/M890371,17/03/2024 20:28:35
Details Of Operating Expenditure For The Utilities Sector,Industry,Energy and Utilities,Overall Utilities,https://tablebuilder.singstat.gov.sg/table/TS/M602061,17/03/2024 20:28:35
Key Indicators Of The Utilities Sector,Industry,Energy and Utilities,Overall Utilities,https://tablebuilder.singstat.gov.sg/table/TS/M602051,17/03/2024 20:28:35
Water Prices,Industry,Energy and Utilities,Water Sales and Prices,https://tablebuilder.singstat.gov.sg/table/TS/M890981,17/03/2024 20:28:35
Water Sales,Industry,Energy and Utilities,Water Sales and Prices,https://tablebuilder.singstat.gov.sg/table/TS/M890421,17/03/2024 20:28:35
Enterprise Landscape (Excludes Public Sector) By Revenue Size,Industry,Enterprises,Enterprise Landscape,https://tablebuilder.singstat.gov.sg/table/TS/M602041,17/03/2024 20:28:35
Enterprise Landscape By Ownership,Industry,Enterprises,Enterprise Landscape,https://tablebuilder.singstat.gov.sg/table/TS/M601511,17/03/2024 20:28:35
Enterprise Landscape By SMEs And Non-SMEs,Industry,Enterprises,Enterprise Landscape,https://tablebuilder.singstat.gov.sg/table/TS/M600981,17/03/2024 20:28:35
Companies In Compulsory Liquidation,Industry,Finance and Insurance,Bankruptcy and Liquidation,https://tablebuilder.singstat.gov.sg/table/TS/M891451,17/03/2024 20:28:35
"Number Of Bankruptcy Applications, Orders Made And Discharges",Industry,Finance and Insurance,Bankruptcy and Liquidation,https://tablebuilder.singstat.gov.sg/table/TS/M890551,17/03/2024 20:28:35
Percentage Of Business Loans To Small And Medium Enterprises,Industry,Finance and Insurance,Business Loans,https://tablebuilder.singstat.gov.sg/table/TS/M920361,17/03/2024 20:28:35
"Central Provident Fund Contributions, Withdrawals And Amount Due To Members",Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700301,17/03/2024 20:28:35
Contributions And Withdrawals Of Central Provident Fund,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700291,17/03/2024 20:28:35
Default Of CPF Contributions By Employers,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M183301,17/03/2024 20:28:35
Number Of Withdrawals Of Central Provident Fund By Type,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700311,17/03/2024 20:28:35
Withdrawals Of Central Provident Fund By Type,Industry,Finance and Insurance,CPF Contributions and Withdrawals,https://tablebuilder.singstat.gov.sg/table/TS/M700991,17/03/2024 20:28:35
Currency In Circulation (End Of Period),Industry,Finance and Insurance,Currency,https://tablebuilder.singstat.gov.sg/table/TS/M700001,17/03/2024 20:28:35
Exchange Rates (Average For The Year),Industry,Finance and Insurance,Exchange Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700851,17/03/2024 20:28:35
"Exchange Rates, (As At End Of Period)",Industry,Finance and Insurance,Exchange Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700041,17/03/2024 20:28:35
"Exchange Rates, (Average For Period)",Industry,Finance and Insurance,Exchange Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700051,17/03/2024 20:28:35
Foreign Exchange Market Turnover,Industry,Finance and Insurance,Foreign Exchange Market,https://tablebuilder.singstat.gov.sg/table/TS/M701151,17/03/2024 20:28:35
Assets Of General Insurance Funds (End Of Period),Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700821,17/03/2024 20:28:35
Assets Of Life Insurance Funds (End Of Period),Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700801,17/03/2024 20:28:35
Life Insurance Policies (End Of Period),Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700271,17/03/2024 20:28:35
Premiums And Claims Of General Insurance Funds,Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700281,17/03/2024 20:28:35
Revenue And Expenditure Accounts Of General Insurance Funds,Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700811,17/03/2024 20:28:35
Revenue And Expenditure Accounts Of Life Insurance Funds,Industry,Finance and Insurance,Insurance,https://tablebuilder.singstat.gov.sg/table/TS/M700791,17/03/2024 20:28:35
Current Banks Interest Rates (End Of Period),Industry,Finance and Insurance,Interest Rates,https://tablebuilder.singstat.gov.sg/table/TS/M700071,17/03/2024 20:28:35
Assets And Liabilities Of Finance Companies (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700191,17/03/2024 20:28:35
Commercial Banks: Assets And Liabilities (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701131,17/03/2024 20:28:35
Commercial Banks: Loans And Advances To Residents By Industry (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701091,17/03/2024 20:28:35
Credit And Charge Cards,Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701051,17/03/2024 20:28:35
Finance Companies' Loans And Advances By Industry (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700171,17/03/2024 20:28:35
Loans And Advances Of Finance Companies (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700161,17/03/2024 20:28:35
Merchant Banks: Assets And Liabilities (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701141,17/03/2024 20:28:35
Monetary Survey (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701121,17/03/2024 20:28:35
Money Supply (End Of Period),Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M701111,17/03/2024 20:28:35
"Money Supply (End Of Period), Historical Series",Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M920281,17/03/2024 20:28:35
Number Of Financial Institutions In Singapore,Industry,Finance and Insurance,Money and Banking,https://tablebuilder.singstat.gov.sg/table/TS/M700411,17/03/2024 20:28:35
Pledges At Pawnshops,Industry,Finance and Insurance,Pawnshop,https://tablebuilder.singstat.gov.sg/table/TS/M700101,17/03/2024 20:28:35
Official Foreign Reserves (End Of Period),Industry,Finance and Insurance,Reserves,https://tablebuilder.singstat.gov.sg/table/TS/M700031,17/03/2024 20:28:35
Turnover On The Singapore Exchange (Equities) - Catalist (Value),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700931,17/03/2024 20:28:35
Turnover On The Singapore Exchange (Equities) - Catalist (Volume),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700921,17/03/2024 20:28:35
Turnover On The Singapore Exchange (Equities) - Mainboard (Value),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700891,17/03/2024 20:28:35
Turnover On The Singapore Exchange (Equities) - Mainboard (Volume),Industry,Finance and Insurance,Singapore Exchange,https://tablebuilder.singstat.gov.sg/table/TS/M700881,17/03/2024 20:28:35
Licensed Food Establishments (End Of Period),Industry,Food Establishments,Licensed Food Establishments,https://tablebuilder.singstat.gov.sg/table/TS/M890531,17/03/2024 20:28:35
Cessation Of All Business Entities By Industry,Industry,Formation and Cessation of Business Entities,Cessation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085451,17/03/2024 20:28:35
Cessation Of All Business Entities By Type,Industry,Formation and Cessation of Business Entities,Cessation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085471,17/03/2024 20:28:35
Formation Of All Business Entities By Industry,Industry,Formation and Cessation of Business Entities,Formation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085441,17/03/2024 20:28:35
Formation Of All Business Entities By Type,Industry,Formation and Cessation of Business Entities,Formation of Business Entities,https://tablebuilder.singstat.gov.sg/table/TS/M085461,17/03/2024 20:28:35
Employed Tech And Media Manpower By Sector,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651561,17/03/2024 20:28:35
Employed Tech And Media Manpower By Sex,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651571,17/03/2024 20:28:35
Employed Tech And Media Professionals,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651341,17/03/2024 20:28:35
Fixed Internet Broadband Subscriptions Per 100 Population,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651431,17/03/2024 20:28:35
Household Access To Computer By Household Composition,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920291,17/03/2024 20:28:35
Household Access To Computing Devices By Devices,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920311,17/03/2024 20:28:35
Household Access To Internet By Household Composition,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920301,17/03/2024 20:28:35
Individuals Internet Usage By Age Group,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920341,17/03/2024 20:28:35
Individuals Key Internet Activities,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920351,17/03/2024 20:28:35
Individuals Smartphone Ownership By Age Group,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920321,17/03/2024 20:28:35
Individuals Who Made Online Purchase By Age Group,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M920331,17/03/2024 20:28:35
Infocomm Usage By Enterprises,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651551,17/03/2024 20:28:35
International Telephone Call Minutes,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651411,17/03/2024 20:28:35
Postal Articles Handled,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M650251,17/03/2024 20:28:35
Residential Wired Broadband Subscriptions By Speed,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651331,17/03/2024 20:28:35
Residential Wired Broadband Subscriptions By Type,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651311,17/03/2024 20:28:35
Telecommunication Penetration Rate,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M651291,17/03/2024 20:28:35
Telecommunications,Industry,InfoComm and Media,InfoComm,https://tablebuilder.singstat.gov.sg/table/TS/M650231,17/03/2024 20:28:35
Daily Newspaper Circulation,Industry,InfoComm and Media,Media,https://tablebuilder.singstat.gov.sg/table/TS/M890071,17/03/2024 20:28:35
Pay TV Subscribers (End Of Period),Industry,InfoComm and Media,Media,https://tablebuilder.singstat.gov.sg/table/TS/M891381,17/03/2024 20:28:35
Radio And Television Transmission,Industry,InfoComm and Media,Media,https://tablebuilder.singstat.gov.sg/table/TS/M890021,17/03/2024 20:28:35
Index Of Industrial Production (2019 = 100),Industry,Manufacturing,Index Of Industrial Production (IIP),https://tablebuilder.singstat.gov.sg/table/TS/M355271,17/03/2024 20:28:35
Index Of Industrial Production By Industry Cluster (2019 = 100),Industry,Manufacturing,Index Of Industrial Production (IIP),https://tablebuilder.singstat.gov.sg/table/TS/M355301,17/03/2024 20:28:35
Manufacturing Establishments By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354841,17/03/2024 20:28:35
Manufacturing Output In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354851,17/03/2024 20:28:35
Principal Statistics Of Manufacturing By Industry Cluster - Employment,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355151,17/03/2024 20:28:35
Principal Statistics Of Manufacturing By Industry Cluster - Remuneration,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355161,17/03/2024 20:28:35
Principal Statistics Of Manufacturing By Industry Cluster - Remuneration Per Worker,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355191,17/03/2024 20:28:35
Principal Statistics Of Manufacturing By Industry Cluster - Total Output,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355171,17/03/2024 20:28:35
Principal Statistics Of Manufacturing By Industry Cluster - Value Added,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355181,17/03/2024 20:28:35
Principal Statistics Of Manufacturing By Industry Cluster - Value Added Per Worker,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M355201,17/03/2024 20:28:35
"Principal Statistics Of Manufacturing, (Excluding Rubber Processing And Granite Quarrying)",Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M351361,17/03/2024 20:28:35
Remuneration In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354881,17/03/2024 20:28:35
"Selected Averages And Ratios In The Manufacturing Sector, (Excluding Rubber Processing And Granite Quarrying)",Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M351381,17/03/2024 20:28:35
Total Output In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354891,17/03/2024 20:28:35
Value Added Of Manufacturing Establishments By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354861,17/03/2024 20:28:35
Workers In Manufacturing By Industry,Industry,Manufacturing,Principal Manufacturing Statistics,https://tablebuilder.singstat.gov.sg/table/TS/M354871,17/03/2024 20:28:35
Unit Business Cost Index Of Manufacturing (2015 = 100),Industry,Manufacturing,Unit Business Cost (UBC),https://tablebuilder.singstat.gov.sg/table/TS/M183691,17/03/2024 20:28:35
Organisations Performing Research And Development By Sector,Industry,Research and Development (R&D),Organisations Performing R&D,https://tablebuilder.singstat.gov.sg/table/TS/M081301,17/03/2024 20:28:35
Research And Development Expenditure By Area Of Research,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M081331,17/03/2024 20:28:35
Research And Development Expenditure By Major Industry In The Private Sector,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M084981,17/03/2024 20:28:35
Research And Development Expenditure By Sector,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M081321,17/03/2024 20:28:35
Research And Development Expenditure By Type Of Costs,Industry,Research and Development (R&D),R&D Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M081341,17/03/2024 20:28:35
Research And Development Manpower By Broad Researcher Type And Sex,Industry,Research and Development (R&D),R&D Manpower,https://tablebuilder.singstat.gov.sg/table/TS/M081311,17/03/2024 20:28:35
"Patents Owned, Applied And Awarded",Industry,Research and Development (R&D),Patents,https://tablebuilder.singstat.gov.sg/table/TS/M081351,17/03/2024 20:28:35
Details Of Operating Expenditure For All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601501,17/03/2024 20:28:35
E-Commerce Revenue By Industry Group In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M602031,17/03/2024 20:28:35
Key Indicators By Detailed Industry In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601481,17/03/2024 20:28:35
Key Indicators By Industry Group In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601471,17/03/2024 20:28:35
Top 3 Operating Expenditure Items By Industry Group In All Services Industries,Industry,Services,Annual Services Statistics - All Services Industries,https://tablebuilder.singstat.gov.sg/table/TS/M601631,17/03/2024 20:28:35
"Business Receipts Index For Services Industries, (2014=100)",Industry,Services,Business Receipts Index (BRI),https://tablebuilder.singstat.gov.sg/table/TS/M602011,17/03/2024 20:28:35
"Food & Beverage Services Index, (2017 = 100), At Current Prices",Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M601661,17/03/2024 20:28:35
"Food & Beverage Services Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M601881,17/03/2024 20:28:35
Online Food & Beverage Sales Proportion,Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M602001,17/03/2024 20:28:35
Value Of Food & Beverage Sales (Based On 2017=100 Index) - Estimated,Industry,Services,Food & Beverage Services Index (FSI),https://tablebuilder.singstat.gov.sg/table/TS/M601751,17/03/2024 20:28:35
Online Retail Sales Proportion (Out Of The Respective Industry's Total Sales),Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601861,17/03/2024 20:28:35
"Retail Sales Index, (2017 = 100), At Current Prices",Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601641,17/03/2024 20:28:35
"Retail Sales Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601871,17/03/2024 20:28:35
Retail Sales Value (Based On 2017=100 Index) - Estimated,Industry,Services,Retail Sales Index (RSI),https://tablebuilder.singstat.gov.sg/table/TS/M601741,17/03/2024 20:28:35
"Domestic Wholesale Trade Index, (2017 = 100), Current",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601781,17/03/2024 20:28:35
"Domestic Wholesale Trade Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601951,17/03/2024 20:28:35
"Foreign Wholesale Trade Index, (2017 = 100), Current",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601791,17/03/2024 20:28:35
"Foreign Wholesale Trade Index, (2017 = 100), In Chained Volume Terms",Industry,Services,Wholesale Trade Index (WTI),https://tablebuilder.singstat.gov.sg/table/TS/M601961,17/03/2024 20:28:35
Hotel Statistics,Industry,Tourism,Hotel Industry,https://tablebuilder.singstat.gov.sg/table/TS/M550081,17/03/2024 20:28:35
International Visitor Arrivals By A) Sex And B) Age Group,Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550241,17/03/2024 20:28:35
International Visitor Arrivals By Inbound Tourism Markets,Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550001,17/03/2024 20:28:35
"International Visitor Arrivals By Inbound Tourism Markets, (Air)",Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550011,17/03/2024 20:28:35
"International Visitor Arrivals By Inbound Tourism Markets, (Land)",Industry,Tourism,International Visitor Arrivals (IVA),https://tablebuilder.singstat.gov.sg/table/TS/M550031,17/03/2024 20:28:35
