Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Re-Exports Of Chemicals And Chemical Products By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450361,17/03/2024 20:28:35
Re-Exports Of Crude Materials By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450331,17/03/2024 20:28:35
Re-Exports Of Food By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450311,17/03/2024 20:28:35
Re-Exports Of Machinery And Equipment By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450381,17/03/2024 20:28:35
Re-Exports Of Manufactured Goods By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450371,17/03/2024 20:28:35
Re-Exports Of Miscellaneous Manufactures By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450391,17/03/2024 20:28:35
Re-Exports Of Miscellaneous Transactions Nes By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450401,17/03/2024 20:28:35
Re-Exports Of Oil By Market,Trade & Investment,Merchandise Trade,Exports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450341,17/03/2024 20:28:35
Merchandise Imports By Commodity Division,Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451021,17/03/2024 20:28:35
Merchandise Imports By Commodity Group,Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451051,17/03/2024 20:28:35
Merchandise Imports Of Machinery And Equipment,Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451111,17/03/2024 20:28:35
"Selected Merchandise Trade, (At Current Market Prices)",Trade & Investment,Merchandise Trade,Imports by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451081,17/03/2024 20:28:35
Merchandise Imports By Area,Trade & Investment,Merchandise Trade,Imports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450581,17/03/2024 20:28:35
Merchandise Imports By Region/ Market,Trade & Investment,Merchandise Trade,Imports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450081,17/03/2024 20:28:35
Merchandise Imports Of Oil By Market,Trade & Investment,Merchandise Trade,Imports by Market/ Region,https://tablebuilder.singstat.gov.sg/table/TS/M450141,17/03/2024 20:28:35
"Merchandise Trade By Commodity Section, (At 2018 Prices)",Trade & Investment,Merchandise Trade,International Merchandise Trade by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451391,17/03/2024 20:28:35
"Merchandise Trade By Commodity Section, (At Current Prices)",Trade & Investment,Merchandise Trade,International Merchandise Trade by Commodity Section/ Division,https://tablebuilder.singstat.gov.sg/table/TS/M451001,17/03/2024 20:28:35
Trade In Services By Services Category,Trade & Investment,Trade in Services (TIS),International Trade in Services (TIS),https://tablebuilder.singstat.gov.sg/table/TS/M060251,17/03/2024 20:28:35
Trade In Services By Detailed Services Category,Trade & Investment,Trade in Services (TIS),International Trade in Services (TIS),https://tablebuilder.singstat.gov.sg/table/TS/M060311,17/03/2024 20:28:35
Exports Of Services By Major Trading Partner,Trade & Investment,Trade in Services (TIS),Export of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060201,17/03/2024 20:28:35
Exports Of Services By Major Trading Partner And Services Category,Trade & Investment,Trade in Services (TIS),Export of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060261,17/03/2024 20:28:35
Imports Of Services By Major Trading Partner,Trade & Investment,Trade in Services (TIS),Import of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060211,17/03/2024 20:28:35
Imports Of Services By Major Trading Partner And Services Category,Trade & Investment,Trade in Services (TIS),Import of Services,https://tablebuilder.singstat.gov.sg/table/TS/M060271,17/03/2024 20:28:35
Indonesia Merchandise Trade,Trade & Investment,Trading Partner,International Merchandise Trade,https://tablebuilder.singstat.gov.sg/table/CT/17926,17/03/2024 20:28:35
Malaysia Merchandise Trade,Trade & Investment,Trading Partner,International Merchandise Trade,https://tablebuilder.singstat.gov.sg/table/CT/17927,17/03/2024 20:28:35
Singapore Merchandise Trade,Trade & Investment,Trading Partner,International Merchandise Trade,https://tablebuilder.singstat.gov.sg/table/CT/17860,17/03/2024 20:28:35
Indicators On Population,Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810001,17/03/2024 20:28:35
"Singapore Citizens By Age Group, Ethnic Group And Sex, End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810671,17/03/2024 20:28:35
"Singapore Residents By Age Group, Ethnic Group And Sex, End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810011,17/03/2024 20:28:35
"Singapore Residents By Single Year Of Age And Sex, At End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810731,17/03/2024 20:28:35
Residents By Age Group & Type Of Dwelling,Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810381,17/03/2024 20:28:35
"Overseas Citizens By Age Group And Sex, At End June",Population,Population and Population Structure,Key Annual Indicators on Population,https://tablebuilder.singstat.gov.sg/table/TS/M810311,17/03/2024 20:28:35
Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17394,17/03/2024 20:28:35
Resident Population Below 1 Year of Age,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17395,17/03/2024 20:28:35
Chinese Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17397,17/03/2024 20:28:35
Malay Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17398,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8681,17/03/2024 20:28:35
Indian Resident Population,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17399,17/03/2024 20:28:35
Employed Residents Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17543,17/03/2024 20:28:35
Resident Working Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8231,17/03/2024 20:28:35
Resident Population of Other Ethnic Groups,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17400,17/03/2024 20:28:35
Resident Population Born In Singapore,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17403,17/03/2024 20:28:35
Resident Population Born Outside Singapore,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17404,17/03/2024 20:28:35
Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8911,17/03/2024 20:28:35
Resident Contract Employees Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8816,17/03/2024 20:28:35
Resident Economically Active Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8663,17/03/2024 20:28:35
Resident Economically Inactive Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8670,17/03/2024 20:28:35
Resident Employees Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8803,17/03/2024 20:28:35
Resident Labour Force Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17542,17/03/2024 20:28:35
Resident Unemployed Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8664,17/03/2024 20:28:35
Resident Unemployed Persons Aged 15 Years and Over Who Worked Before,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8830,17/03/2024 20:28:35
Resident Working Persons Aged 15 Years and Over Who Changed Job During Last 2 Years,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8962,17/03/2024 20:28:35
Resident Working Persons Aged 15 Years and Over Who Worked Fewer Than 30 Hours Per Week But Are Willing and Able To Work Additional Hours,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8814,17/03/2024 20:28:35
Residents Outside the Labour Force Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17558,17/03/2024 20:28:35
Unemployed Residents Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17556,17/03/2024 20:28:35
Working Persons Aged 15 Years and Over,Population,Population and Population Structure,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8912,17/03/2024 20:28:35
Resident Population,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17560,17/03/2024 20:28:35
Resident Population Aged 5 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17596,17/03/2024 20:28:35
Resident Students Aged 5 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17590,17/03/2024 20:28:35
Resident Population Aged 15 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17568,17/03/2024 20:28:35
Employed Residents Aged 15 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17569,17/03/2024 20:28:35
Resident Working Persons Aged 15 Years and Over,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/8613,17/03/2024 20:28:35
Resident Households,Population,Geographic Distribution,Census of Population and General Household Survey,https://tablebuilder.singstat.gov.sg/table/CT/17574,17/03/2024 20:28:35
Key Indicators On Marriages,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830101,17/03/2024 20:28:35
Marriage Rates,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830102,17/03/2024 20:28:35
Total Marriages By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830103,17/03/2024 20:28:35
Total Marriages By Age Differential Of Grooms To Brides And Marriage Order,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830104,17/03/2024 20:28:35
Median Age Of Grooms And Brides By Marriage Order,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830105,17/03/2024 20:28:35
Median Age Of Grooms By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830106,17/03/2024 20:28:35
Median Age Of Brides By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830107,17/03/2024 20:28:35
Median Age At First Marriage Of Grooms And Brides By Educational Qualification,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830158,17/03/2024 20:28:35
Marriages Of Minors Aged Below 21 Years,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830161,17/03/2024 20:28:35
Total Marriages By Residential Status Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830181,17/03/2024 20:28:35
"Median Age At First Marriage Of Resident, Citizen Grooms And Brides",Population,"Marital Status, Marriages and Divorces",Total Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830182,17/03/2024 20:28:35
Number And Proportion Of Inter-Ethnic And Transnational Marriages Among Citizen Marriages,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830184,17/03/2024 20:28:35
Origins Of Non-Citizen Spouses Married To Citizens,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830183,17/03/2024 20:28:35
Origins Of Non-Resident Spouses Married To Citizens,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830185,17/03/2024 20:28:35
Median Age At First Marriage Of Non-Resident Spouses Married To Citizens,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830186,17/03/2024 20:28:35
Marriages Involving Non-Resident Spouses Married To Citizens By Age Group Of Non-Resident Spouse,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830187,17/03/2024 20:28:35
Marriages Involving Non-Resident Spouses Married To Citizens By Educational Qualification Of Non-Resident Spouse,Population,"Marital Status, Marriages and Divorces",Citizen Marriages,https://tablebuilder.singstat.gov.sg/table/TS/M830188,17/03/2024 20:28:35
Marriages Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830108,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830109,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830110,17/03/2024 20:28:35
Median Age Of Grooms And Brides Married Under The Women's Charter By Marriage Order,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830111,17/03/2024 20:28:35
Median Age Of Grooms Married Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830112,17/03/2024 20:28:35
Median Age Of Brides Married Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830113,17/03/2024 20:28:35
Marriages Under The Women's Charter By Ethnic Group Of Couple And Month Of Marriage,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830114,17/03/2024 20:28:35
Marriages Under The Women's Charter By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830115,17/03/2024 20:28:35
Inter-Ethnic Marriages Under The Women's Charter By Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830116,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830117,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group And Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830118,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group And Previous Marital Status Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830119,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group And Previous Marital Status Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830120,17/03/2024 20:28:35
First Marriages For Grooms Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830121,17/03/2024 20:28:35
First Marriages For Brides Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830122,17/03/2024 20:28:35
First Marriages For Couples Under The Women's Charter By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830123,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group And Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830126,17/03/2024 20:28:35
Marriages Under The Women's Charter By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830127,17/03/2024 20:28:35
First Marriages For Couples Under The Women's Charter By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830128,17/03/2024 20:28:35
Inter-Ethnic Marriages Under The Women's Charter By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830129,17/03/2024 20:28:35
Median Age At First Marriage Of Grooms And Brides Married Under The Women's Charter By Educational Qualification,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830159,17/03/2024 20:28:35
Marriages Under The Women's Charter By Religion Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830130,17/03/2024 20:28:35
Resident Marriages Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830132,17/03/2024 20:28:35
Marriages Under The Women's Charter By Age Group And Educational Qualification Of Resident Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830133,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830134,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830135,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830136,17/03/2024 20:28:35
Median Age Of Grooms And Brides Married Under The Administration Of Muslim Law Act By Marriage Order,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830137,17/03/2024 20:28:35
Median Age Of Grooms Married Under The Administration Of Muslim Law Act By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830138,17/03/2024 20:28:35
Median Age Of Brides Married Under The Administration Of Muslim Law Act By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830139,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Couple And Month Of Marriage,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830140,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830141,17/03/2024 20:28:35
Inter-Ethnic Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830142,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830143,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group And Ethnic Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830144,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group And Previous Marital Status Of Grooms,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830145,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group And Previous Marital Status Of Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830146,17/03/2024 20:28:35
First Marriages For Grooms Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830147,17/03/2024 20:28:35
First Marriages For Brides Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830148,17/03/2024 20:28:35
First Marriages For Couples Under The Administration Of Muslim Law Act By Age Group Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830149,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group And Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830152,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830153,17/03/2024 20:28:35
First Marriages For Couples Under The Administration Of Muslim Law Act By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830154,17/03/2024 20:28:35
Inter-Ethnic Marriages Under The Administration Of Muslim Law Act By Educational Qualification Of Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830155,17/03/2024 20:28:35
Median Age At First Marriage Of Grooms And Brides Married Under The Administration Of Muslim Law Act By Educational Qualification,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830160,17/03/2024 20:28:35
Resident Marriages Under The Administration Of Muslim Law Act By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830156,17/03/2024 20:28:35
Marriages Under The Administration Of Muslim Law Act By Age Group And Educational Qualification Of Resident Grooms And Brides,Population,"Marital Status, Marriages and Divorces",Marriages under the Administration of Muslim Law Act,https://tablebuilder.singstat.gov.sg/table/TS/M830157,17/03/2024 20:28:35
Key Indicators On Divorces,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830201,17/03/2024 20:28:35
Divorce Rates,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830202,17/03/2024 20:28:35
Total Divorces By Age Group And Sex Of Divorcees,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830203,17/03/2024 20:28:35
Total Divorces By Duration Of Marriage,Population,"Marital Status, Marriages and Divorces",Total Divorces,https://tablebuilder.singstat.gov.sg/table/TS/M830204,17/03/2024 20:28:35
Divorces Under The Women's Charter By Age Group And Sex Of Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830205,17/03/2024 20:28:35
Divorces Under The Women's Charter By Duration Of Marriage,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830206,17/03/2024 20:28:35
Divorces Under The Women's Charter By Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830207,17/03/2024 20:28:35
Median Age Of Male Divorcees Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830208,17/03/2024 20:28:35
Median Age Of Female Divorcees Under The Women's Charter By Ethnic Group,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830209,17/03/2024 20:28:35
"Divorces Under The Women's Charter By Ethnic Group Of Couple, January - December",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830210,17/03/2024 20:28:35
Divorces Under The Women's Charter By Previous Marital Status And Ethnic Group Of Couple,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830211,17/03/2024 20:28:35
Inter-Ethnic Divorces Under The Women's Charter By Ethnic Group Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830212,17/03/2024 20:28:35
Divorces Under The Women's Charter By Age Group Of Male And Female Divorcees,Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830213,17/03/2024 20:28:35
"Divorces Under The Women's Charter By Age Group, Ethnic Group And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830214,17/03/2024 20:28:35
"Divorces Under The Women's Charter By Age Group, Previous Marital Status And Sex Of Divorcees",Population,"Marital Status, Marriages and Divorces",Divorces under the Women's Charter,https://tablebuilder.singstat.gov.sg/table/TS/M830215,17/03/2024 20:28:35
