Event Title,Date,Location,URL,Date_of_check
Doujin Market 2024,May 11 · 12pm - May 12 · 7pm GMT+8,Suntec Singapore Convention & Exhibition Centre,https://www.eventbrite.sg/e/doujin-market-2024-tickets-854639749497?aff=ebdssbdestsearch,05/05/2024 21:44:22
REITs Symposium 2024,"Sat, 11 May 2024 9:00 AM - 5:00 PM GMT+8",Suntec Convention Centre,https://www.eventbrite.sg/e/reits-symposium-2024-tickets-845501847787?aff=ebdssbdestsearch,05/05/2024 21:44:22
Heroes and Monsters: A Strings Adventure. Middle School Strings Concert,"Wednesday, May 8 · 4:30 - 5:30pm GMT+8","Auditorium, Singapore American School",https://www.eventbrite.sg/e/heroes-and-monsters-a-strings-adventure-middle-school-strings-concert-tickets-893381186177?aff=ebdssbdestsearch,05/05/2024 21:44:22
MS Spring Choir Concert,"Thursday, May 9 · 4:30 - 5:30pm GMT+8","Auditorium, Singapore American School",https://www.eventbrite.sg/e/ms-spring-choir-concert-tickets-885325742127?aff=ebdssbdestsearch,05/05/2024 21:44:22
Jubilate XIV,,CHIJ St Nicholas Girls' School,https://www.eventbrite.sg/e/jubilate-xiv-tickets-853365618537?aff=ebdssbdestsearch,05/05/2024 21:44:22
PCF Parenting Conference 2024,"Sat, 18 May, 10:00","Changi Experience Studio, Level 4",https://www.eventbrite.sg/e/pcf-parenting-conference-2024-tickets-886043338477?aff=ebdssbdestsearch,05/05/2024 21:44:22
Canon Creators Fiesta,"Sat, 11 May 2024 10:00 - 18:00 GMT+8",National Gallery Singapore,https://www.eventbrite.sg/e/canon-creators-fiesta-tickets-875790441787?aff=ebdssbdestsearch,05/05/2024 21:44:22
Amplitube,"Sat, 18 May, 16:30",Esplanade Annexe Studio,https://www.eventbrite.sg/e/amplitube-tickets-878160219857?aff=ebdssbdestsearch,05/05/2024 21:44:22
MS BAND CONCERT,"Tuesday, May 7 · 4:30 - 5:30pm GMT+8","Auditorium, Singapore American School",https://www.eventbrite.sg/e/ms-band-concert-tickets-885975515617?aff=ebdssbdestsearch,05/05/2024 21:44:22
Vocabella Ladies Choir: Lux et Amor,"Sun, 19 May, 17:00","School of the Arts, Singapore",https://www.eventbrite.sg/e/vocabella-ladies-choir-lux-et-amor-tickets-850959772587?aff=ebdssbdestsearch,05/05/2024 21:44:22
RGPS Fantasia 2024,"Tue, 21 May, 19:00",Paya Lebar Methodist Girls' Secondary School,https://www.eventbrite.com/e/rgps-fantasia-2024-tickets-868077502177?aff=ebdssbdestsearch,05/05/2024 21:44:22
Concert of the People 2024: In One Voice!,,,https://www.eventbrite.sg/e/concert-of-the-people-2024-in-one-voice-tickets-857997532717?aff=ebdssbdestsearch,05/05/2024 21:44:22
AiSP CyberSec Conference 2024,"Wed, 15 May, 09:00",Suntec Singapore Convention & Exhibition Centre,https://www.eventbrite.sg/e/aisp-cybersec-conference-2024-tickets-802128306357?aff=ebdssbdestsearch,05/05/2024 21:44:22
